C14,C1,V317,V308,card6,V306,V126,C11,C6,V282,TransactionAmt,V53,P_emaildomain,card5,C13,V35,V280,V279,card2,V258,M6,V90,V82,TransactionDT,C2,V87,V294,C12,V313,id_06,isFraud,TransactionID
2.0,2.0,0.0,0.0,1,0.0,0.0,1.0,2.0,0.0,161.0,1.0,16,224.0,9.0,1.0,0.0,0.0,561.0,1.0,1,1.0,1.0,3255404,2.0,1.0,0.0,0.0,0.0,0.0,0,3143134
10.0,10.0,0.0,73.0,2,0.0,0.0,2.0,7.0,0.0,35.0,1.0,2,226.0,72.0,0.0,2.0,0.0,321.0,1.0,1,0.0,1.0,11821669,4.0,1.0,0.0,0.0,0.0,0.0,0,3447240
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,157.0,1.0,16,166.0,8.0,1.0,0.0,0.0,268.0,1.0,1,0.0,1.0,2347643,1.0,1.0,0.0,0.0,0.0,0.0,0,3107495
0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,97.0,1.0,16,202.0,0.0,1.0,0.0,0.0,194.0,1.0,0,0.0,1.0,682370,1.0,1.0,0.0,0.0,0.0,0.0,0,3013987
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,50.0,0.0,16,117.0,3.0,0.0,0.0,0.0,480.0,1.0,1,1.0,1.0,2237904,2.0,1.0,0.0,0.0,107.9499969482422,0.0,0,3102710
2.0,2.0,0.0,0.0,2,0.0,0.0,2.0,1.0,1.0,4.109,0.0,37,224.0,2.0,0.0,0.0,0.0,408.0,1.0,0,0.0,1.0,5351992,2.0,1.0,0.0,2.0,0.0,-32.0,0,3213547
2.0,2.0,0.0,0.0,1,0.0,0.0,2.0,1.0,1.0,199.44,1.0,16,226.0,2.0,1.0,0.0,0.0,170.0,1.0,1,1.0,1.0,322645,2.0,1.0,0.0,0.0,0.0,0.0,0,2997496
2.0,3.0,6.762800216674805,6.762800216674805,2,0.0,0.0,1.0,1.0,1.0,13.526,0.0,19,224.0,3.0,0.0,1.0,0.0,408.0,1.0,0,0.0,1.0,12412426,5.0,1.0,1.0,1.0,6.646200180053711,-28.0,0,3465236
1.0,1.0,235.0,117.0,2,117.0,117.0,1.0,2.0,0.0,117.0,0.0,16,224.0,4.0,1.0,1.0,1.0,481.0,1.0,1,0.0,0.0,7351170,3.0,1.0,3.0,0.0,0.0,0.0,0,3284980
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,47.95,0.0,16,166.0,1.0,0.0,0.0,0.0,476.0,1.0,0,1.0,1.0,5269812,1.0,1.0,0.0,0.0,0.0,0.0,0,3210701
1.0,1.0,0.0,30.0,2,0.0,0.0,1.0,0.0,0.0,30.0,0.579823981542689,16,224.0,8.0,0.5436524207538244,1.0,0.0,275.0,1.0,0,0.0,0.0,15619561,1.0,1.0,0.0,0.0,0.0,0.0,0,3571133
2.0,3.0,0.0,152.9499969482422,2,152.9499969482422,0.0,3.0,6.0,2.0,44.0,1.0,16,166.0,12.0,1.0,2.0,2.0,174.0,1.0,1,0.0,2.0,12871213,2.0,1.0,0.0,0.0,74.94999694824219,0.0,0,3480492
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,50.0,0.579823981542689,35,226.0,1.0,0.5436524207538244,0.0,0.0,583.0,1.0,0,0.40372267034599874,0.8435310974315432,4553052,1.0,1.0,0.0,0.0,0.0,0.0,0,3186864
3.0,3.0,417.8900146484375,627.8400268554688,2,207.94000244140625,103.97000122070312,2.0,2.0,0.0,107.95,0.0,53,117.0,27.0,0.0,4.0,2.0,452.0,1.0,1,1.0,1.0,5869152,4.0,1.0,3.0,0.0,0.0,0.0,0,3233810
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,58.95,1.0,16,226.0,1.0,1.0,0.0,0.0,321.0,1.0,1,1.0,1.0,6560168,1.0,1.0,0.0,0.0,0.0,0.0,0,3257536
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,27.912,0.0,19,102.0,1.0,0.0,0.0,0.0,130.0,1.0,0,0.0,1.0,14597523,1.0,1.0,0.0,1.0,0.0,0.0,0,3539614
1.0,2.0,0.0,0.0,2,0.0,0.0,2.0,2.0,1.0,107.95,1.0,53,226.0,3.0,1.0,0.0,0.0,137.0,1.0,0,1.0,1.0,14579116,3.0,1.0,0.0,0.0,159.9499969482422,0.0,0,3538591
1.0,1.0,0.0,117.0,2,0.0,0.0,1.0,2.0,2.0,59.0,0.0,53,226.0,4.0,0.0,1.0,0.0,100.0,1.0,0,0.0,2.0,9995758,3.0,1.0,0.0,0.0,154.0,0.0,0,3383655
21.0,31.0,0.0,0.0,1,0.0,0.0,22.0,20.0,0.0,39.0,0.0,58,162.0,160.0,0.0,0.0,0.0,362.9048918339505,1.0,1,0.0,1.0,822222,26.0,1.0,0.0,0.0,0.0,0.0,0,3019697
5.0,5.0,204.0,904.0,2,904.0,904.0,2.0,5.0,0.0,107.0,0.0,16,226.0,44.0,1.0,6.0,6.0,555.0,1.0,1,0.0,1.0,2471090,3.0,1.0,2.0,0.0,0.0,0.0,0,3111503
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,18.73,0.0,16,138.0,1.0,0.0,0.0,0.0,440.0,1.0,0,0.0,1.0,9749113,1.0,1.0,0.0,1.0,0.0,0.0,0,3375627
9.0,10.0,0.0,107.9499969482422,2,107.9499969482422,107.9499969482422,8.0,9.0,0.0,57.95,1.0,16,226.0,34.0,1.0,1.0,1.0,195.0,1.0,1,1.0,0.0,6202799,8.0,2.0,0.0,0.0,0.0,0.0,0,3245463
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,280.0,0.0,53,226.0,1.0,0.0,0.0,0.0,111.0,1.0,1,0.0,1.0,692502,1.0,1.0,0.0,0.0,0.0,0.0,0,3014677
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,3.0,0.0,134.0,1.0,16,226.0,31.0,1.0,0.0,0.0,321.0,1.0,0,0.0,1.0,5619248,2.0,1.0,0.0,0.0,0.0,0.0,0,3225452
1.0,1.0,0.0,29.0,2,0.0,0.0,1.0,1.0,1.0,29.0,1.0,16,117.0,2.0,0.5436524207538244,1.0,0.0,161.0,1.0,1,0.0,1.0,9490836,1.0,1.0,0.0,1.0,29.0,0.0,0,3366239
2.0,2.0,39.0,39.0,2,39.0,0.0,1.0,2.0,0.0,39.0,1.0,16,226.0,9.0,1.0,1.0,1.0,321.0,1.0,0,0.0,1.0,6897376,3.0,1.0,1.0,1.0,0.0,0.0,0,3269461
1.0,4.0,0.0,0.0,2,0.0,0.0,3.0,4.0,1.0,1044.95,1.0,53,226.0,1.0,1.0,0.0,0.0,490.0,1.0,1,1.0,1.0,12518451,2.0,1.0,0.0,0.0,0.0,0.0,0,3468659
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,3.0,0.0,411.95,0.0,1,226.0,14.0,1.0,0.0,0.0,490.0,1.0,1,1.0,0.0,6893306,1.0,1.0,0.0,0.0,0.0,0.0,0,3269220
3.0,3.0,0.0,0.0,2,0.0,0.0,3.0,2.0,1.0,39.0,1.0,16,226.0,20.0,0.0,0.0,0.0,321.0,1.0,1,0.0,1.0,8019740,5.0,1.0,0.0,0.0,0.0,0.0,0,3311282
4.0,6.0,214.0,214.0,1,214.0,214.0,2.0,1.0,2.0,214.0,1.0,16,226.0,59.0,1.0,1.0,1.0,494.0,1.0,0,0.0,1.0,12416416,5.0,2.0,1.0,3.0,0.0,0.0,0,3465390
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,82.203,0.0,1,137.0,1.0,0.0,0.0,0.0,438.0,2.0,0,0.0,1.0,2410007,1.0,1.0,0.0,1.0,0.0,-10.0,0,3109758
1.0,2.0,49.0,87.0,2,0.0,0.0,1.0,1.0,0.0,49.0,0.0,16,226.0,4.0,0.0,1.0,0.0,490.0,1.0,0,0.0,0.0,5345614,5.0,2.0,1.0,0.0,0.0,0.0,0,3213164
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,117.0,1.0,16,226.0,1.0,1.0,0.0,0.0,562.0,1.0,0,0.0,1.0,13469365,1.0,1.0,0.0,1.0,0.0,0.0,0,3501775
4.0,4.0,0.0,0.0,2,0.0,0.0,2.0,3.0,0.0,209.95,0.0,16,226.0,16.0,0.0,0.0,0.0,490.0,1.0,1,0.0,2.0,2493967,3.0,1.0,0.0,0.0,0.0,0.0,0,3112900
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,0.0,1.0,39.0,1.0,16,226.0,3.0,0.5436524207538244,0.0,0.0,321.0,1.0,1,0.0,0.0,5177497,1.0,1.0,0.0,0.0,0.0,0.0,0,3207466
2.0,3.0,0.0,0.0,1,0.0,0.0,4.0,2.0,0.0,20.596,0.0,1,195.0,3.0,0.0,0.0,0.0,341.0,1.0,0,0.0,1.0,13716470,9.0,1.0,0.0,4.0,0.0,0.0,0,3509007
4.0,4.0,0.0,317.95001220703125,2,0.0,0.0,1.0,3.0,0.0,317.95,1.0,53,126.0,11.0,1.0,1.0,0.0,206.0,1.0,0,1.0,1.0,7743518,5.0,1.0,0.0,0.0,0.0,0.0,0,3297787
2.0,2.0,0.0,0.0,2,0.0,0.0,2.0,1.0,1.0,28.035,0.0,16,224.0,3.0,0.0,0.0,0.0,408.0,1.0,0,0.0,1.0,9280017,3.0,1.0,0.0,2.0,11.359000205993652,-11.0,0,3359662
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,25.0,0.579823981542689,16,226.0,1.0,0.5436524207538244,0.0,0.0,247.0,1.0,0,0.0,0.0,1019894,1.0,1.0,0.0,0.0,0.0,-23.0,0,3028772
4.0,4.0,0.0,0.0,2,0.0,0.0,3.0,2.0,1.0,49.0,1.0,53,226.0,6.0,0.0,0.0,0.0,321.0,1.0,0,0.0,1.0,14409196,2.0,1.0,0.0,0.0,0.0,0.0,0,3532830
10.0,10.0,0.0,107.9499969482422,2,0.0,0.0,7.0,7.0,0.0,47.95,0.0,53,224.0,55.0,0.0,1.0,0.0,514.0,1.0,0,1.0,1.0,5603885,7.0,1.0,0.0,0.0,0.0,0.0,0,3224189
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,150.0,0.579823981542689,16,226.0,1.0,0.5436524207538244,0.0,0.0,321.0,1.0,0,0.40372267034599874,0.8435310974315432,3681344,1.0,1.0,0.0,0.0,0.0,0.0,0,3157222
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,0.0,1.0,47.95,0.0,16,226.0,1.0,0.5436524207538244,0.0,0.0,321.0,1.0,0,1.0,0.0,13548851,1.0,1.0,0.0,0.0,0.0,0.0,0,3504123
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,1879.95,1.0,1,195.0,1.0,1.0,0.0,0.0,299.0,1.0,1,1.0,1.0,11728381,1.0,1.0,0.0,0.0,0.0,0.0,0,3444789
3.0,4.0,0.0,0.0,2,0.0,0.0,2.0,4.0,0.0,97.95,1.0,16,226.0,26.0,0.5436524207538244,0.0,0.0,490.0,1.0,1,1.0,1.0,5707948,3.0,1.0,0.0,0.0,0.0,0.0,0,3228682
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,77.0,0.0,53,226.0,1.0,0.0,0.0,0.0,321.0,1.0,0,0.0,1.0,8392487,1.0,1.0,0.0,0.0,0.0,0.0,0,3328162
6.0,7.0,337.6278076171875,243.37179565429688,1,243.37179565429688,0.0,16.0,1.0,0.0,9.667,0.0,16,203.0,75.0,0.5436524207538244,3.0,3.0,418.0,1.0,0,0.40372267034599874,0.8435310974315432,377671,176.0,1.0,8.0,16.0,0.0,0.0,0,3000189
112.0,131.0,0.0,0.0,1,0.0,0.0,92.0,87.0,0.0,209.95,1.0,53,226.0,489.0,1.0,0.0,0.0,555.0,1.0,1,1.0,1.0,6274523,112.0,1.0,0.0,0.0,0.0,0.0,0,3247738
1.0,1.0,0.0,59.0,2,59.0,59.0,1.0,0.0,2.0,77.0,1.0,16,226.0,2.0,0.5436524207538244,1.0,1.0,555.0,1.0,1,0.0,0.0,6637355,1.0,1.0,0.0,1.0,59.0,0.0,1,3260405
2.0,3.0,0.0,0.0,1,0.0,0.0,2.0,2.0,1.0,57.95,1.0,16,195.0,5.0,0.0,0.0,0.0,512.0,1.0,1,1.0,0.0,9807404,2.0,1.0,0.0,0.0,0.0,0.0,0,3377373
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,22.379,0.0,1,137.0,1.0,0.0,0.0,0.0,500.0,1.0,0,0.0,1.0,14918698,1.0,1.0,0.0,1.0,0.0,-25.0,0,3549808
4.0,4.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,108.95,1.0,16,224.0,8.0,0.5436524207538244,0.0,0.0,269.0,1.0,0,2.0,1.0,9226029,1.0,1.0,0.0,0.0,0.0,0.0,0,3357667
1.0,1.0,0.0,250.0,2,250.0,250.0,1.0,1.0,0.0,250.0,1.0,53,226.0,10.0,1.0,1.0,1.0,100.0,1.0,0,0.0,0.0,7349051,1.0,1.0,0.0,1.0,0.0,0.0,0,3284840
2.0,2.0,0.0,0.0,2,0.0,0.0,2.0,5.0,0.0,47.95,0.0,16,226.0,25.0,0.0,0.0,0.0,321.0,1.0,0,1.0,1.0,12070084,4.0,1.0,0.0,0.0,0.0,0.0,0,3455089
5.0,9.0,0.0,159.9499969482422,2,159.9499969482422,159.9499969482422,3.0,5.0,0.0,87.95,1.0,53,226.0,22.0,0.0,1.0,1.0,100.0,1.0,1,1.0,0.0,15082500,4.0,1.0,0.0,0.0,0.0,0.0,0,3555255
1.0,1.0,0.0,6845.080078125,2,6845.080078125,6845.080078125,1.0,1.0,5.0,1711.27,1.0,53,195.0,1.0,1.0,4.0,4.0,490.0,1.0,1,1.0,1.0,6446545,1.0,1.0,0.0,0.0,1711.27001953125,0.0,0,3252867
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,88.95,0.0,1,219.0,1.0,0.0,0.0,0.0,480.0,1.0,1,1.0,1.0,5500403,1.0,1.0,0.0,0.0,0.0,0.0,0,3218735
4.0,6.0,0.0,0.0,2,0.0,0.0,4.0,4.0,0.0,50.0,0.0,16,226.0,17.0,0.5436524207538244,0.0,0.0,321.0,1.0,1,1.0,0.0,136859,5.0,1.0,0.0,0.0,0.0,0.0,0,2988639
1.0,2.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,445.0,1.0,1,226.0,1.0,1.0,0.0,0.0,583.0,1.0,1,0.0,1.0,7863056,2.0,2.0,0.0,0.0,0.0,0.0,0,3302970
0.0,2.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,161.0,0.0,16,226.0,0.0,1.0,0.0,0.0,155.0,1.0,1,0.0,1.0,10086665,2.0,2.0,0.0,0.0,0.0,0.0,0,3386680
1.0,1.0,0.0,200.0,1,200.0,0.0,1.0,1.0,2.0,200.0,0.579823981542689,23,195.0,1.0,0.5436524207538244,1.0,1.0,583.0,1.0,0,0.40372267034599874,0.8435310974315432,2153288,2.0,1.0,0.0,0.0,0.0,0.0,0,3096762
3.0,3.0,0.0,49.0,2,49.0,0.0,2.0,2.0,0.0,75.0,0.0,19,166.0,27.0,0.0,1.0,1.0,194.0,1.0,0,0.0,0.0,13355478,2.0,1.0,0.0,0.0,0.0,0.0,0,3496592
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,57.95,1.0,16,226.0,14.0,1.0,0.0,0.0,216.0,1.0,1,1.0,0.0,15296209,1.0,1.0,0.0,0.0,0.0,0.0,0,3562980
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,75.0,0.579823981542689,16,117.0,1.0,0.5436524207538244,0.0,0.0,527.0,1.0,0,0.40372267034599874,0.8435310974315432,1193532,1.0,1.0,0.0,0.0,0.0,-6.0,0,3037347
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,54.5,1.0,53,224.0,1.0,1.0,0.0,0.0,455.0,1.0,1,0.0,1.0,5511064,1.0,1.0,0.0,0.0,0.0,0.0,0,3219509
0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,30.0,0.579823981542689,53,224.0,0.0,0.5436524207538244,0.0,0.0,225.0,1.0,0,0.40372267034599874,0.8435310974315432,11661990,1.0,1.0,0.0,0.0,0.0,-18.0,0,3443255
10.0,12.0,0.0,0.0,2,0.0,0.0,10.0,10.0,0.0,57.95,0.0,53,226.0,60.0,0.0,0.0,0.0,490.0,1.0,0,0.0,1.0,13203812,13.0,1.0,0.0,0.0,0.0,0.0,0,3491097
83.0,103.0,57.95000076293945,0.0,2,0.0,0.0,66.0,92.0,0.0,26.95,1.0,53,224.0,704.0,1.0,0.0,0.0,532.0,1.0,0,0.0,1.0,7674098,98.0,1.0,1.0,0.0,0.0,0.0,0,3295523
4.0,6.0,0.0,0.0,2,0.0,0.0,4.0,2.0,0.0,82.95,1.0,16,224.0,10.0,0.5436524207538244,0.0,0.0,532.0,1.0,0,1.0,0.0,9376420,6.0,2.0,0.0,0.0,0.0,0.0,0,3362204
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,108.95,1.0,16,195.0,1.0,1.0,0.0,0.0,322.0,1.0,1,1.0,1.0,13571285,1.0,1.0,0.0,0.0,0.0,0.0,0,3505172
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,0.0,1.0,470.95,1.0,16,224.0,1.0,0.5436524207538244,0.0,0.0,111.0,1.0,1,1.0,0.0,2411396,1.0,1.0,0.0,0.0,311.95001220703125,0.0,0,3109843
5.0,5.0,40634.0,41247.0,1,4255.0,4255.0,5.0,0.0,1.0,125.0,0.0,16,102.0,61.0,0.5436524207538244,404.0,37.0,481.0,1.0,0,0.40372267034599874,0.8435310974315432,14823840,3.0,1.0,407.0,0.0,100.0,0.0,0,3546138
1.0,1.0,0.0,19.6968994140625,2,19.6968994140625,0.0,1.0,1.0,2.0,19.697,0.0,26,224.0,2.0,0.0,1.0,1.0,408.0,1.0,0,0.0,1.0,6062528,2.0,1.0,0.0,1.0,19.6968994140625,0.0,0,3241169
86.0,105.0,0.0,0.0,2,0.0,0.0,84.0,84.0,0.0,57.95,0.0,1,226.0,604.0,0.0,0.0,0.0,276.0,1.0,1,1.0,1.0,12402979,117.0,1.0,0.0,0.0,0.0,0.0,0,3465002
6.0,6.0,0.0,0.0,2,0.0,0.0,5.0,6.0,0.0,107.95,1.0,16,166.0,42.0,0.5436524207538244,0.0,0.0,490.0,1.0,0,1.0,0.0,14655758,6.0,1.0,0.0,1.0,0.0,0.0,0,3541092
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,100.0,0.579823981542689,16,226.0,1.0,0.5436524207538244,0.0,0.0,264.0,1.0,0,0.40372267034599874,0.8435310974315432,2227239,1.0,1.0,0.0,0.0,0.0,-1.0,0,3101774
0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,49.0,1.0,53,166.0,0.0,1.0,0.0,0.0,360.0,1.0,0,0.0,1.0,14435723,1.0,1.0,0.0,0.0,0.0,0.0,0,3534205
123.0,141.0,0.0,0.0,2,0.0,0.0,94.0,104.0,0.0,25.95,1.0,53,226.0,745.0,1.0,0.0,0.0,290.0,1.0,1,1.0,1.0,10672335,127.0,1.0,0.0,0.0,0.0,0.0,0,3408042
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,53.97,0.0,53,226.0,4.0,0.0,0.0,0.0,555.0,1.0,1,1.0,1.0,15220340,2.0,1.0,0.0,0.0,0.0,0.0,0,3560290
7.0,9.0,0.0,0.0,2,0.0,0.0,4.0,7.0,0.0,47.95,0.0,16,226.0,28.0,0.0,0.0,0.0,250.0,1.0,0,1.0,1.0,3021905,8.0,1.0,0.0,0.0,0.0,0.0,0,3134229
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,59.0,1.0,16,166.0,1.0,1.0,0.0,0.0,270.0,1.0,0,0.0,1.0,12096924,1.0,1.0,0.0,0.0,0.0,0.0,0,3456415
2.0,3.0,0.0,0.0,2,0.0,0.0,3.0,1.0,0.0,117.0,1.0,16,117.0,16.0,0.5436524207538244,0.0,0.0,555.0,1.0,1,0.0,1.0,15264067,5.0,1.0,0.0,0.0,0.0,0.0,0,3561117
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,175.0,0.579823981542689,19,226.0,1.0,0.5436524207538244,0.0,0.0,490.0,1.0,0,0.40372267034599874,0.8435310974315432,10885519,1.0,1.0,0.0,0.0,0.0,-10.0,0,3418066
1.0,1.0,0.0,146.99000549316406,2,0.0,0.0,1.0,0.0,1.0,96.5,1.0,16,224.0,1.0,0.5436524207538244,1.0,0.0,396.0,1.0,0,0.0,0.0,13701297,1.0,1.0,0.0,0.0,146.99000549316406,0.0,0,3508212
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,56.931,0.0,16,224.0,1.0,0.0,0.0,0.0,408.0,1.0,0,0.0,1.0,13735550,1.0,1.0,0.0,1.0,0.0,0.0,0,3510105
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,117.0,0.0,19,226.0,1.0,0.0,0.0,0.0,111.0,1.0,0,0.0,1.0,6047268,1.0,1.0,0.0,0.0,0.0,0.0,0,3240463
6.0,7.0,0.0,0.0,2,0.0,0.0,6.0,6.0,0.0,28.95,0.0,53,226.0,37.0,1.0,0.0,0.0,361.0,1.0,1,1.0,1.0,8177854,7.0,1.0,0.0,0.0,0.0,0.0,0,3318893
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,35.0,0.0,16,219.0,1.0,0.0,0.0,0.0,480.0,1.0,0,0.0,1.0,4648647,1.0,1.0,0.0,0.0,0.0,0.0,0,3190058
4.0,4.0,0.0,0.0,1,0.0,0.0,3.0,1.0,0.0,209.95,1.0,2,226.0,12.0,0.5436524207538244,0.0,0.0,555.0,1.0,0,0.40372267034599874,0.8435310974315432,336409,1.0,1.0,0.0,0.0,0.0,0.0,0,2998367
3.0,3.0,0.0,0.0,2,0.0,0.0,3.0,2.0,0.0,107.95,0.0,53,226.0,23.0,1.0,0.0,0.0,215.0,1.0,0,1.0,1.0,5774959,2.0,1.0,0.0,0.0,0.0,0.0,0,3230256
5.0,5.0,0.0,0.0,2,0.0,0.0,4.0,4.0,0.0,107.95,0.0,16,224.0,20.0,0.0,0.0,0.0,489.0,1.0,1,1.0,1.0,14320479,5.0,1.0,0.0,0.0,0.0,0.0,0,3529713
4.0,5.0,0.0,136.0,2,34.0,34.0,1.0,6.0,1.0,29.0,0.0,16,226.0,4.0,1.0,4.0,1.0,174.0,1.0,0,0.0,0.0,5427992,1.0,1.0,0.0,0.0,34.0,0.0,1,3216009
1.0,1.0,0.0,20.0,2,20.0,20.0,2.0,1.0,2.0,20.0,0.579823981542689,16,166.0,2.0,0.5436524207538244,1.0,1.0,194.0,1.0,0,0.40372267034599874,0.8435310974315432,170407,1.0,1.0,0.0,0.0,20.0,0.0,0,2991876
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,72.95,1.0,16,226.0,7.0,0.0,0.0,0.0,571.0,1.0,1,1.0,1.0,8274059,1.0,1.0,0.0,0.0,0.0,0.0,0,3322934
533.0,1450.0,0.0,0.0,1,0.0,0.0,1119.0,825.0,1.0,47.106,0.0,19,226.0,1191.0,0.0,0.0,0.0,204.0,1.0,0,0.0,1.0,1015626,1921.0,1.0,0.0,1119.0,0.0,-27.0,0,3028381
2.0,2.0,0.0,0.0,2,0.0,0.0,1.0,2.0,0.0,53.95,0.0,16,226.0,13.0,0.0,0.0,0.0,321.0,1.0,1,1.0,1.0,2706639,2.0,1.0,0.0,0.0,0.0,0.0,0,3122220
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,1.0,42.676,0.0,16,138.0,1.0,0.0,0.0,0.0,545.0,1.0,0,0.0,1.0,1105462,1.0,1.0,0.0,1.0,0.0,0.0,0,3033077
2.0,2.0,113.0,210.0,1,210.0,210.0,1.0,0.0,4.0,59.0,1.0,16,226.0,5.0,0.5436524207538244,3.0,3.0,494.0,1.0,1,0.0,0.0,2123217,1.0,1.0,2.0,0.0,97.0,0.0,0,3093327
10.0,13.0,0.0,0.0,2,0.0,27.0,10.0,7.0,0.0,27.0,0.0,16,226.0,64.0,0.0,0.0,0.0,321.0,1.0,0,0.0,0.0,14929832,15.0,1.0,0.0,0.0,0.0,0.0,0,3550399
10.0,11.0,0.0,0.0,2,0.0,0.0,10.0,8.0,1.0,32.97,0.0,16,226.0,24.0,0.5436524207538244,0.0,0.0,167.0,1.0,0,1.0,0.0,3719737,9.0,1.0,0.0,0.0,0.0,0.0,0,3159363
1.0,2.0,0.0,0.0,1,0.0,0.0,1.0,2.0,1.0,61.357,0.0,19,137.0,1.0,0.0,0.0,0.0,555.0,4.0,0,0.0,1.0,12795141,5.0,2.0,0.0,1.0,0.0,0.0,0,3477935
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,2.0,2.0,735.39,1.0,16,162.0,2.0,1.0,0.0,0.0,111.0,1.0,0,1.0,1.0,3083426,2.0,1.0,0.0,0.0,1418.77001953125,0.0,0,3136228
1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,107.95,1.0,16,226.0,1.0,1.0,0.0,0.0,494.0,1.0,1,1.0,1.0,10525378,1.0,1.0,0.0,0.0,0.0,0.0,0,3403707
8.0,9.0,0.0,0.0,2,0.0,0.0,7.0,7.0,0.0,57.95,1.0,53,224.0,57.0,0.0,0.0,0.0,543.0,1.0,0,1.0,1.0,3372541,8.0,1.0,0.0,0.0,0.0,0.0,0,3147517
93.0,113.0,0.0,113.0,2,0.0,0.0,86.0,89.0,0.0,59.0,1.0,53,226.0,406.0,1.0,1.0,0.0,298.0,1.0,1,1.0,2.0,3438429,113.0,1.0,0.0,0.0,0.0,0.0,0,3149315
0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,171.0,0.0,4,102.0,0.0,1.0,0.0,0.0,362.9048918339505,1.0,1,1.0,1.0,4661941,1.0,1.0,0.0,0.0,0.0,0.0,0,3190875
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,59.0,1.0,2,226.0,1.0,1.0,0.0,0.0,111.0,1.0,0,0.0,0.0,14300476,2.0,1.0,0.0,0.0,0.0,0.0,0,3528802
3.0,3.0,0.0,39.0,2,0.0,0.0,3.0,3.0,0.0,15.0,1.0,16,117.0,32.0,1.0,1.0,0.0,512.0,1.0,1,0.0,0.0,9504707,2.0,1.0,0.0,0.0,0.0,0.0,0,3367150
2.0,2.0,0.0,117.0,1,117.0,117.0,1.0,1.0,2.0,117.0,1.0,4,162.0,3.0,0.0,1.0,1.0,264.0,1.0,1,0.0,1.0,12224545,1.0,1.0,0.0,0.0,117.0,0.0,0,3459726
1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,2.0,0.0,280.0,1.0,16,117.0,3.0,1.0,0.0,0.0,161.0,1.0,1,0.0,1.0,11387937,1.0,1.0,0.0,0.0,0.0,0.0,0,3434116
3.0,3.0,166.0,49.0,1,49.0,49.0,2.0,3.0,2.0,49.0,1.0,16,162.0,16.0,1.0,1.0,1.0,174.0,1.0,0,0.0,1.0,10949210,3.0,1.0,2.0,1.0,154.0,0.0,0,3419875
