,TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
20744,3046968,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20778,3047053,-5.0,446396.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,312.0,222.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
20806,3047124,-5.0,326058.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,621.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,2400x1350,match_status:2,T,F,T,F,desktop,Windows
20839,3047187,-5.0,8648.0,,,,,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,529.0,161.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
20844,3047207,-10.0,384408.0,,,2.0,0.0,2.0,0.0,0.0,0.0,91.45999908447266,NotFound,52.0,-420.0,New,NotFound,166.0,,341.0,225.0,500.0,14.0,IP_PROXY:TRANSPARENT,,455.0,149.0,Found,Found,Found,Windows 10,firefox 57.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
20895,3047341,-5.0,73736.0,2.0,0.0,2.0,0.0,,,2.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,161.0,107.0,,,,,,,,Found,Found,Windows 8.1,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
21064,3047749,-5.0,118805.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
21069,3047760,-5.0,67790.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-480.0,Found,Found,166.0,,542.0,222.0,,,,,,,,Found,Found,Android 7.0,chrome 62.0 for android,32.0,2560x1440,match_status:2,T,F,T,F,mobile,SAMSUNG-SM-G920A Build/NRD90M
21089,3047814,-5.0,254627.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,25.0,,Found,Found,225.0,,574.0,507.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,rv:57.0
21141,3047975,0.0,21153.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,100.0,533.0,,,,,,,,Found,Found,Android 7.0,chrome 63.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-G955U Build/NRD90M
21145,3047982,0.0,23538.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,312.0,161.0,,,,,,,,Found,Found,Mac,chrome 62.0,24.0,1280x800,match_status:2,T,F,T,T,desktop,MacOS
21155,3048015,-5.0,309296.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,574.0,561.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
21166,3048043,-5.0,404080.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,315.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
21173,3048059,-5.0,109646.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
21200,3048150,-25.0,156351.0,,,0.0,0.0,,,,,100.0,NotFound,63.0,-480.0,Unknown,,166.0,,410.0,222.0,,,,,,,,New,NotFound,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,F,T,desktop,Windows
21309,3048447,-5.0,214214.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
21315,3048458,-5.0,95999.0,0.0,0.0,17.0,-18.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,15.0,321.0,489.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
21316,3048459,0.0,33948.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-360.0,Found,Found,166.0,,399.0,333.0,,,,,,,,Found,Found,iOS 11.0.3,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device
21338,3048503,0.0,17047.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,15.0,529.0,575.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari generic,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
21357,3048540,-5.0,237661.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,542.0,500.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
21375,3048588,0.0,26914.0,,,1.0,-1.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,312.0,100.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
21397,3048649,-5.0,53171.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,,100.0,368.0,,,,,,,,Found,NotFound,Windows 7,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
21443,3048736,-5.0,178097.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,549.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
21472,3048797,0.0,300155.0,,,8.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,215.0,489.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,T,T,mobile,iOS Device
21501,3048856,0.0,59468.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,548.0,214.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari generic,24.0,2880x1800,match_status:2,T,F,T,T,desktop,MacOS
21512,3048874,0.0,195215.0,,,-12.0,-25.0,,,,,100.0,NotFound,,,New,NotFound,225.0,20.0,345.0,507.0,,,,,,,,New,NotFound,,chrome 59.0 for android,,,,F,F,T,T,mobile,Hisense L675 Build/MRA58K
21551,3048942,-5.0,60385.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
21555,3048952,-25.0,413797.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,315.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
21558,3048955,-5.0,34755.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,549.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
21657,3049154,-5.0,53001.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,253.0,333.0,,,,,,,,New,NotFound,Windows 7,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
21687,3049205,-5.0,49954.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,542.0,214.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
21694,3049220,-5.0,36811.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,13.0,312.0,611.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
21728,3049286,-10.0,203070.0,,,0.0,0.0,,,,,100.0,Found,49.0,0.0,New,NotFound,121.0,,410.0,142.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
21731,3049291,-5.0,136412.0,,,18.0,-23.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,15.0,667.0,222.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
21755,3049343,-5.0,147575.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,542.0,368.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
21774,3049373,-5.0,44431.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Mac OS X 10_12_6,safari generic,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
21928,3049693,0.0,62633.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,529.0,178.0,,,,,,,,Found,Found,iOS 11.2.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
21940,3049717,-5.0,37530.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,368.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
21967,3049772,0.0,203244.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 61.0 for android,,,,F,F,T,T,mobile,SM-P355M Build/MMB29M
22026,3049886,-20.0,329711.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,153.0,563.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
22031,3049900,-5.0,135484.0,0.0,0.0,13.0,-9.0,,,0.0,0.0,100.0,NotFound,25.0,-420.0,Found,Found,166.0,13.0,321.0,222.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari generic,32.0,2208x1242,match_status:2,T,F,T,T,mobile,iOS Device
22041,3049925,-22.0,16124.0,,,-3.0,-27.0,-5.0,-33.0,,,100.0,NotFound,15.0,-300.0,New,NotFound,166.0,12.0,317.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device
22052,3049945,-5.0,94885.0,,,0.0,0.0,,,0.0,0.0,97.13999938964844,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,548.0,107.0,,,,,,,,Found,Found,Mac OS X 10_11_6,chrome 60.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,MacOS
22090,3050008,-5.0,94711.0,0.0,0.0,,,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,549.0,,,,,,,,Found,Found,Windows 7,firefox 57.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
22219,3050286,-5.0,113990.0,,,,,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,549.0,,,,,,,,New,NotFound,Mac OS X 10_13_2,chrome 63.0,24.0,2560x1600,match_status:2,T,F,T,F,desktop,MacOS
22273,3050391,0.0,48946.0,,,10.0,-16.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,13.0,222.0,146.0,,,,,,,,New,NotFound,Android 7.0,chrome 62.0 for android,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SM-G930P Build/NRD90M
22283,3050406,0.0,82640.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
22302,3050444,-10.0,120227.0,0.0,0.0,2.0,-9.0,,,0.0,0.0,100.0,NotFound,25.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
22344,3050538,-5.0,81123.0,,,0.0,-6.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,277.0,391.0,,,,,,,,New,NotFound,Windows 10,ie 11.0 for desktop,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Trident/7.0
22348,3050546,-5.0,91107.0,,,8.0,-32.0,11.0,-36.0,,,100.0,NotFound,55.0,-300.0,New,NotFound,166.0,12.0,122.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,New,NotFound,Android 7.0,chrome 63.0 for android,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG-SM-G935A Build/NRD90M
22418,3050722,-5.0,31677.0,,,25.0,-31.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,13.0,122.0,214.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
22428,3050741,-5.0,26551.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,,529.0,278.0,,,,,,,,Found,NotFound,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
22438,3050769,-5.0,152861.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,397.0,600.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
22462,3050822,-5.0,148550.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,216.0,161.0,,,,,,,,New,NotFound,iOS 10.1.1,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
22538,3050992,-5.0,44441.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,193.0,533.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
22540,3050997,-5.0,42927.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-420.0,New,NotFound,166.0,,621.0,225.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
22597,3051113,-40.0,21759.0,,,14.0,-26.0,,,,,100.0,NotFound,18.0,-480.0,New,NotFound,166.0,12.0,321.0,177.0,,,,,,,,New,NotFound,Android 6.0.1,chrome 62.0 for android,32.0,2560x1440,match_status:2,T,F,T,T,mobile,SM-N910T Build/MMB29M
22610,3051138,-5.0,36575.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,Found,NotFound,166.0,,312.0,222.0,,,,,,,,Found,NotFound,Windows 10,chrome 63.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,Windows
22677,3051259,-5.0,102792.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,390.0,489.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
22698,3051293,-5.0,93346.0,0.0,0.0,2.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,352.0,222.0,,,,,,,,Found,Found,Windows 8.1,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
22707,3051308,-5.0,131260.0,,,4.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,271.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
22729,3051362,0.0,279413.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,277.0,391.0,,,,,,,,Found,Found,Mac OS X 10_11_6,safari generic,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
22758,3051424,-5.0,25057.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,312.0,222.0,,,,,,,,New,NotFound,iOS 10.2.0,mobile safari 10.0,32.0,2001x1125,match_status:1,T,F,F,T,mobile,iOS Device
22760,3051430,-5.0,224075.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,18.0,399.0,222.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device
22768,3051443,-5.0,172370.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,13.0,253.0,333.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1680x1050,match_status:2,T,F,T,T,desktop,Windows
22812,3051541,0.0,96829.0,,,3.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,633.0,533.0,,,,,,,,New,NotFound,Android 5.1.1,chrome generic,32.0,1280x800,match_status:2,T,F,T,T,mobile,KFTBWI Build/LVY48F
22837,3051614,-5.0,118415.0,,,0.0,0.0,,,1.0,0.0,96.19000244140624,NotFound,52.0,-300.0,New,NotFound,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
22881,3051689,-5.0,41099.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,542.0,533.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
22900,3051719,-20.0,294693.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
22917,3051758,0.0,368974.0,,,10.0,-5.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,176.0,561.0,,,,,,,,New,NotFound,,chrome 61.0 for android,,,,F,F,T,T,mobile,GT-I8190L Build/JZO54K
22921,3051765,0.0,220129.0,,,0.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-G610M Build/MMB29K
22946,3051819,-5.0,63804.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,368.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
23024,3052024,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23108,3052204,0.0,44423.0,0.0,0.0,3.0,-16.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,15.0,352.0,280.0,,,,,,,,Found,Found,iOS 11.0.0,mobile safari generic,32.0,1334x750,match_status:2,T,F,T,T,mobile,iOS Device
23129,3052262,0.0,311467.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,417.0,507.0,,,,,,,,Found,Found,,chrome 61.0 for android,,,,F,F,T,T,mobile,SM-G531H Build/LMY48B
23131,3052264,-5.0,91129.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-420.0,Found,Found,166.0,,215.0,472.0,,,,,,,,Found,Found,Android 5.1.1,chrome generic,32.0,,match_status:2,T,F,T,F,mobile,KFGIWI Build/LVY48F
23146,3052294,-5.0,100799.0,,,1.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,215.0,214.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
23165,3052344,0.0,66186.0,0.0,0.0,,,,,0.0,0.0,100.0,NotFound,,-480.0,Found,Found,166.0,,542.0,144.0,,,,,,,,Found,Found,Mac OS X 10.6,firefox 48.0,24.0,1920x1080,match_status:2,T,T,T,T,desktop,rv:48.0
23247,3052540,-5.0,59464.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,542.0,254.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
23248,3052541,-5.0,293795.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,253.0,533.0,,,,,,,,Found,Found,Windows Vista,chrome 49.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,Windows
23275,3052606,0.0,15143.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,215.0,533.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
23284,3052627,-5.0,59175.0,0.0,0.0,0.0,0.0,,,1.0,0.0,100.0,NotFound,49.0,-360.0,Found,Found,166.0,,307.0,521.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,MacOS
23292,3052650,-5.0,193552.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
23295,3052655,0.0,280249.0,0.0,-5.0,6.0,-26.0,,,0.0,-5.0,100.0,NotFound,43.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,other,,,,F,F,T,T,mobile,SM-G610M Build/MMB29K
23313,3052713,-5.0,102947.0,,,21.0,-46.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,15.0,122.0,222.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
23345,3052785,0.0,134323.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,215.0,222.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1366x768,match_status:2,T,T,T,T,desktop,Trident/7.0
23362,3052820,0.0,188557.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,266.0,610.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
23502,3053070,-5.0,33186.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,278.0,333.0,,,,,,,,Found,Found,Windows 8.1,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
23511,3053087,-5.0,231508.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,215.0,280.0,,,,,,,,New,NotFound,Windows 10,opera 49.0,24.0,,match_status:2,T,F,T,F,desktop,Windows
23531,3053115,-5.0,176619.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
23539,3053130,-5.0,57417.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-420.0,Found,NotFound,166.0,13.0,215.0,472.0,,,,,,,,Found,NotFound,Windows 7,chrome 63.0,24.0,1920x1200,match_status:2,T,F,T,F,desktop,Windows
23547,3053141,0.0,642353.0,,,0.0,0.0,,,,,100.0,NotFound,,-420.0,New,NotFound,166.0,,542.0,153.0,,,,,,,,New,NotFound,Mac OS X 10_13_1,chrome 63.0,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
23624,3053270,0.0,254607.0,,,0.0,-8.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,12.0,542.0,489.0,,,,,,,,New,NotFound,Mac OS X 10_10_5,chrome 62.0,24.0,1280x800,match_status:2,T,F,T,T,desktop,MacOS
23711,3053410,0.0,166555.0,0.0,0.0,0.0,-2.0,,,0.0,0.0,100.0,NotFound,,,Found,Found,225.0,,427.0,325.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,T,mobile,Moto G (5) Plus Build/NPN25.137-72
23818,3053605,-5.0,89834.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,390.0,549.0,,,,,,,,New,NotFound,Android 7.0,chrome 63.0 for android,32.0,2220x1080,match_status:2,T,F,T,F,mobile,SM-G950U Build/NRD90M
23952,3053864,-5.0,42379.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,100.0,549.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,2049x1152,match_status:2,T,F,T,T,desktop,Windows
24007,3053985,-5.0,82060.0,,,11.0,-6.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,13.0,622.0,222.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
24009,3053987,0.0,26585.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,390.0,489.0,,,,,,,,New,NotFound,Linux,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,
24014,3053996,-20.0,150345.0,0.0,0.0,,,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
24017,3054004,-5.0,206884.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,290.0,401.0,,,,,,,,New,NotFound,,chrome 50.0 for android,,,,F,F,T,F,mobile,Ilium LT510 Build/MRA58K
24156,3054283,-5.0,87907.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,410.0,225.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
24172,3054320,-5.0,86431.0,,,,,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,542.0,484.0,,,,,,,,New,NotFound,Windows 10,edge 15.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
24192,3054357,-10.0,150465.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
24272,3054515,-20.0,238316.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,127.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
24299,3054560,-20.0,109826.0,,,0.0,0.0,,,0.0,0.0,95.16000366210938,NotFound,49.0,,Unknown,,225.0,,427.0,507.0,,,,,,,,Found,Found,,safari generic,,,,F,F,F,T,desktop,
